"1","ANEMIA, BLOOD LOSS","FULLY_SPECIFIED","0",\N,\N,\N,"e1cd99d0-1d5f-11e0-b929-000c29ad1d07"
"1","ANEMIA, PERDA SANGUINEA","FULLY_SPECIFIED","0",\N,\N,\N,"e1cd99d0-1d5f-11e0-b929-000c29ad1d07"
"2","ANEMIA, HEMOLYSIS","FULLY_SPECIFIED","0",\N,\N,\N,"e1cd9f5c-1d5f-11e0-b929-000c29ad1d07"
"2","ANEMIA, HEMOLISE","FULLY_SPECIFIED","0",\N,\N,\N,"e1cd9f5c-1d5f-11e0-b929-000c29ad1d07"
"3","ANEMIA","FULLY_SPECIFIED","0",\N,\N,\N,"e1cda114-1d5f-11e0-b929-000c29ad1d07"
"3","ANEMIA",\N,"0",\N,\N,\N,"e1cda114-1d5f-11e0-b929-000c29ad1d07"
"3","ANAEMIA",\N,"0",\N,\N,\N,"e1cda114-1d5f-11e0-b929-000c29ad1d07"
"3","ANEMIA NOS",\N,"0",\N,\N,\N,"e1cda114-1d5f-11e0-b929-000c29ad1d07"
"3","ANAEMIA","FULLY_SPECIFIED","0",\N,\N,\N,"e1cda114-1d5f-11e0-b929-000c29ad1d07"
"4","ASTHMA EXACERBATION","FULLY_SPECIFIED","0",\N,\N,\N,"e1cda2ae-1d5f-11e0-b929-000c29ad1d07"
"4","ASMA EXACERBACAO","FULLY_SPECIFIED","0",\N,\N,\N,"e1cda2ae-1d5f-11e0-b929-000c29ad1d07"
"4","ASTHMA RELAPSE",\N,"0",\N,\N,\N,"e1cda2ae-1d5f-11e0-b929-000c29ad1d07"
"5","ASTHMA","FULLY_SPECIFIED","0",\N,\N,\N,"e1cda43e-1d5f-11e0-b929-000c29ad1d07"
"5","ASMA","FULLY_SPECIFIED","0",\N,\N,\N,"e1cda43e-1d5f-11e0-b929-000c29ad1d07"
"5","ASTHMA NOS",\N,"0",\N,\N,\N,"e1cda43e-1d5f-11e0-b929-000c29ad1d07"
"6","BCG","FULLY_SPECIFIED","1",\N,\N,\N,"e1cda5ce-1d5f-11e0-b929-000c29ad1d07"
"7","GALLSTONES","FULLY_SPECIFIED","0",\N,\N,\N,"e1cda75e-1d5f-11e0-b929-000c29ad1d07"
"7","BILIARY TRACT DISEASE, GALLSTONES",\N,"0",\N,\N,\N,"e1cda75e-1d5f-11e0-b929-000c29ad1d07"
"8","BILIARY TRACT DISEASE NOT OTHERWISE SPECIFIED","FULLY_SPECIFIED","0",\N,\N,\N,"e1cda8ee-1d5f-11e0-b929-000c29ad1d07"
"8","DOENCAS DAS VIAS BILIARES NAO ANTERIORMENTE ESPECIFICADAS","FULLY_SPECIFIED","0",\N,\N,\N,"e1cda8ee-1d5f-11e0-b929-000c29ad1d07"
"8","BILIARY TRACT DISEASE NOS",\N,"0",\N,\N,\N,"e1cda8ee-1d5f-11e0-b929-000c29ad1d07"
"9","BLOOD SUGAR","FULLY_SPECIFIED","1",\N,\N,\N,"e1cdaa74-1d5f-11e0-b929-000c29ad1d07"
"10","BRONCHITIS, ACUTE","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdac04-1d5f-11e0-b929-000c29ad1d07"
"10","BRONQUITE AGUDA","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdac04-1d5f-11e0-b929-000c29ad1d07"
"10","ACUTE BRONCHITIS",\N,"0",\N,\N,\N,"e1cdac04-1d5f-11e0-b929-000c29ad1d07"
"11","BRONCHITIS, RECURRENT","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdad9e-1d5f-11e0-b929-000c29ad1d07"
"11","BRONQUITE RECORRENTE","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdad9e-1d5f-11e0-b929-000c29ad1d07"
"11","RECURRENT BRONCHITIS",\N,"0",\N,\N,\N,"e1cdad9e-1d5f-11e0-b929-000c29ad1d07"
"12","X-RAY, CHEST","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdb3b6-1d5f-11e0-b929-000c29ad1d07"
"12","RAIO X: TORAX","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdb3b6-1d5f-11e0-b929-000c29ad1d07"
"12","CHEST XRAY",\N,"0",\N,\N,\N,"e1cdb3b6-1d5f-11e0-b929-000c29ad1d07"
"12","CXR",\N,"0",\N,\N,\N,"e1cdb3b6-1d5f-11e0-b929-000c29ad1d07"
"12","EXAME RADIOGRAFIA",\N,"0",\N,\N,\N,"e1cdb3b6-1d5f-11e0-b929-000c29ad1d07"
"12","X-RAY CHEST",\N,"0",\N,\N,\N,"e1cdb3b6-1d5f-11e0-b929-000c29ad1d07"
"13","PILLS","FULLY_SPECIFIED","1",\N,\N,\N,"e1cdb550-1d5f-11e0-b929-000c29ad1d07"
"14","DIARRHEA, AMOEBIASIS","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdb6ea-1d5f-11e0-b929-000c29ad1d07"
"14","DIARREIA, AMEBIASE","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdb6ea-1d5f-11e0-b929-000c29ad1d07"
"14","AMOEBIC DIARRHOEA",\N,"0",\N,\N,\N,"e1cdb6ea-1d5f-11e0-b929-000c29ad1d07"
"14","AMOEBIC DYSENTRY",\N,"0",\N,\N,\N,"e1cdb6ea-1d5f-11e0-b929-000c29ad1d07"
"15","DIARRHEA, CHOLERA","FULLY_SPECIFIED","1",\N,\N,\N,"e1cdb870-1d5f-11e0-b929-000c29ad1d07"
"16","DIARRHEA","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdb97e-1d5f-11e0-b929-000c29ad1d07"
"16","DIARREIA","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdb97e-1d5f-11e0-b929-000c29ad1d07"
"16","DIARRHEA NOS",\N,"0",\N,\N,\N,"e1cdb97e-1d5f-11e0-b929-000c29ad1d07"
"16","DIARRHOEA",\N,"0",\N,\N,\N,"e1cdb97e-1d5f-11e0-b929-000c29ad1d07"
"17","DIPTHERIA TETANUS BOOSTER","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdba82-1d5f-11e0-b929-000c29ad1d07"
"17","TD BOOSTER",\N,"0",\N,\N,\N,"e1cdba82-1d5f-11e0-b929-000c29ad1d07"
"18","DPT VACCINATION","FULLY_SPECIFIED","1",\N,\N,\N,"e1cdbb86-1d5f-11e0-b929-000c29ad1d07"
"18","DPT VACCINATION NO.2",\N,"1",\N,\N,\N,"e1cdbb86-1d5f-11e0-b929-000c29ad1d07"
"18","DPT VACCINATION NO.3",\N,"1",\N,\N,\N,"e1cdbb86-1d5f-11e0-b929-000c29ad1d07"
"19","DPT VACCINATION NO.2","FULLY_SPECIFIED","1",\N,\N,\N,"e1cdbc8a-1d5f-11e0-b929-000c29ad1d07"
"20","DPT VACCINATION NO.3","FULLY_SPECIFIED","1",\N,\N,\N,"e1cdbd84-1d5f-11e0-b929-000c29ad1d07"
"21","HEMOGLOBIN","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdbe88-1d5f-11e0-b929-000c29ad1d07"
"21","HEMOGLOBINA","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdbe88-1d5f-11e0-b929-000c29ad1d07"
"21","HGB","SHORT","0",\N,\N,\N,"e1cdbe88-1d5f-11e0-b929-000c29ad1d07"
"21","HGB","SHORT","0",\N,\N,\N,"e1cdbe88-1d5f-11e0-b929-000c29ad1d07"
"21","HB",\N,"0",\N,\N,\N,"e1cdbe88-1d5f-11e0-b929-000c29ad1d07"
"21","HGB",\N,"0",\N,\N,\N,"e1cdbe88-1d5f-11e0-b929-000c29ad1d07"
"22","HEPATITIS A VACCINATION","FULLY_SPECIFIED","0",\N,\N,\N,"e1cdbf8c-1d5f-11e0-b929-000c29ad1d07"
